Track Name,Artist Name(s),Album Name,Album Artist Name(s),Album Release Date,Track Duration (ms),Explicit,Popularity,Artist Genres,Danceability,Energy,Loudness,Speechiness,Acousticness
I Send A Message,INXS,The Very Best,INXS,01/01/2011,203160,FALSE,0,"album rock,australian rock,dance rock,funk rock,new romantic,new wave,new wave pop,rock",0.827,0.525,-6.82,0.0664,0.0743
Try Me Out,Corona,The Rhythm of the Night,Corona,1994,206880,FALSE,45,"diva house,eurodance,europop,hip house",0.753,0.77,-8.655,0.035,0.0489
Happier,Ed Sheeran,÷ (Deluxe),Ed Sheeran,03/03/2017,207520,FALSE,74,"pop,singer-songwriter pop,uk pop",0.522,0.385,-7.355,0.0288,0.536
Ferry Cross the Mersey - Mono; 2002 Remaster,Gerry & The Pacemakers,You'll Never Walk Alone (The EMI Years 1963-1966),Gerry & The Pacemakers,11/02/2008,141986,FALSE,28,"british invasion,merseybeat,rock-and-roll",0.43,0.365,-10.226,0.0287,0.255
We're Good,Dua Lipa,We're Good,Dua Lipa,11/02/2021,165506,FALSE,49,"dance pop,pop,uk pop",0.722,0.588,-5.932,0.0544,0.0319
Department of Youth,Alice Cooper,Welcome to My Nightmare,Alice Cooper,11/03/1975,196800,FALSE,34,"album rock,classic rock,detroit rock,glam metal,glam rock,hard rock,metal,protopunk,rock",0.533,0.906,-7.547,0.0381,0.2
Taylor,Jack Johnson,On And On,Jack Johnson,01/01/2003,238826,FALSE,0,neo mellow,0.886,0.726,-8.135,0.0973,0.146
All Day and All of the Night,The Kinks,Pirate Radio,Various Artists,01/01/2009,141493,FALSE,0,"album rock,art rock,british invasion,classic rock,folk rock,glam rock,protopunk,psychedelic rock,rock,singer-songwriter",0.551,0.957,-5,0.108,0.455
That's The Way Love Goes,Janet Jackson,Janet,Janet Jackson,18/05/1993,265106,FALSE,64,"dance pop,r&b,urban contemporary",0.703,0.7,-6.789,0.0693,0.302
Boys Like You (feat. Gossling),"360, Gossling",Falling and Flying,360,03/02/2012,220682,FALSE,22,"australian hip hop,australian pop",0.708,0.678,-9.111,0.105,0.00586
Fancy,"Iggy Azalea, Charli xcx",The New Classic,Iggy Azalea,01/01/2014,199938,TRUE,0,"australian hip hop,dance pop,pop,art pop,candy pop,metropopolis,pop,uk pop",0.914,0.716,-4.136,0.0646,0.0871
Breathe,The Prodigy,The Fat of the Land,The Prodigy,30/06/1997,334800,FALSE,0,"big beat,breakbeat,dance rock,hardcore techno,rave",0.682,0.819,-6.116,0.0501,0.00994
One Way Ticket,Eruption,4 Hits: Eruption,Eruption,15/07/2011,213200,FALSE,60,,0.719,0.732,-9.227,0.0408,0.319
It's Gotta Be You,Isaiah Firebrace,It's Gotta Be You,Isaiah Firebrace,21/11/2016,191433,FALSE,45,australian pop,0.322,0.733,-4.905,0.045,0.223
Give Me the Meltdown,Rob Thomas,Cradlesong,Rob Thomas,22/06/2009,192786,FALSE,32,"neo mellow,pop rock,post-grunge",0.633,0.767,-5.559,0.035,0.0465
I Don't Like Mondays,The Boomtown Rats,The Fine Art Of Surfacing,The Boomtown Rats,1979,259093,FALSE,59,"new romantic,new wave,new wave pop",0.464,0.46,-6.874,0.0393,0.717
In the Navy - Original Version 1979,Village People,Go West In the Navy,Village People,1979,339946,FALSE,55,"disco,new wave pop,soft rock",0.725,0.959,-6.994,0.0472,0.0725
Maybe It’s My First Time,Meg Mac,Low Blows,Meg Mac,14/07/2017,213240,FALSE,31,australian indie,0.704,0.645,-6.515,0.0334,0.339
Send in the Clowns,Judy Collins,The Very Best Of Judy Collins,Judy Collins,21/08/2001,244426,FALSE,28,"american folk revival,folk,folk rock,mellow gold,singer-songwriter",0.223,0.0497,-16.37,0.0351,0.967
Who Am I (What's My Name)?,Snoop Dogg,Doggystyle,Snoop Dogg,1993,246320,TRUE,0,"g funk,gangster rap,hip hop,pop rap,rap,west coast rap",0.692,0.833,-3.974,0.0492,0.000136
Heartbreaker (feat. John Legend),"MSTRKRFT, John Legend",Fist Of God,MSTRKRFT,17/03/2009,192853,FALSE,0,"alternative dance,dance-punk,electro house,electrofox,filter house,indietronica,new rave,neo soul,pop,pop soul,urban contemporary",0.547,0.876,-4.834,0.111,0.0712
Blue Velvet,Bobby Vinton,Collections,Bobby Vinton,31/01/2006,167213,FALSE,46,"adult standards,bubblegum pop,doo-wop,easy listening,rock-and-roll,rockabilly",0.38,0.2,-10.825,0.0296,0.789
"Bump, Bump, Bump (feat. P. Diddy)","B2K, Diddy",Greatest Hits,B2K,2004,282533,FALSE,56,"boy band,contemporary r&b,hip pop,r&b,urban contemporary,dance pop,east coast hip hop,hip hop,hip pop,pop rap,rap",0.833,0.681,-6.028,0.215,0.0956
Me Too,Meghan Trainor,Thank You (Deluxe),Meghan Trainor,13/05/2016,181240,FALSE,50,"hip pop,pop",0.935,0.694,-5.849,0.101,0.0963
My Life Would Suck Without You,Kelly Clarkson,All I Ever Wanted,Kelly Clarkson,09/03/2009,211493,FALSE,42,"dance pop,pop,talent show",0.526,0.882,-4.006,0.0509,0.0014
Are You Gonna Be My Girl,Jet,Get Born,Jet,2003,213800,FALSE,0,"garage rock,modern rock,pop rock",0.599,0.953,-3.39,0.0799,0.00183
Tired of Toein' the Line,Rocky Burnette,Tired of Toein' the Line,Rocky Burnette,08/07/2008,193560,FALSE,0,,0.647,0.694,-7.365,0.0284,0.0364
(It Goes Like) Nanana - Edit,Peggy Gou,(It Goes Like) Nanana [Edit],Peggy Gou,15/06/2023,231545,FALSE,77,"electra,float house",0.671,0.876,-5.681,0.0352,0.12
In a Different Light,Daneka Nation,In a Different Light,Daneka Nation,17/12/2020,187924,FALSE,6,,0.573,0.372,-14.843,0.0269,0.502
C U When U Get There (feat. 40 thevz),"Coolio, 40 Thevz",My Soul,Coolio,26/08/1997,311040,TRUE,0,"g funk,gangster rap,hip hop,west coast rap",0.76,0.585,-7.307,0.161,0.0102
Among My Souvenirs,Connie Francis,The Collection,Connie Francis,01/01/1996,149866,FALSE,35,"adult standards,brill building pop,easy listening,rock-and-roll,rockabilly",0.48,0.399,-6.954,0.0268,0.456
I Want It All - Remastered 2011,Queen,Greatest Hits II (2011 Remaster),Queen,28/10/1991,241253,FALSE,0,"classic rock,glam rock,rock",0.398,0.834,-5.786,0.0472,0.0298
Wide Boy,Nik Kershaw,The Riddle,Nik Kershaw,1984,208106,FALSE,0,"new romantic,new wave,new wave pop",0.767,0.577,-13.646,0.0303,0.0976
22,Lily Allen,"It's Not Me, It's You (Special Edition)",Lily Allen,02/12/2008,186306,FALSE,46,"dance pop,electropop,neo mellow",0.719,0.736,-5.931,0.047,0.0252
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),"T-Pain, Yung Joc",Epiphany,T-Pain,05/06/2007,227960,FALSE,1,"dance pop,gangster rap,hip hop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary,atl hip hop,crunk,dirty south rap,southern hip hop,trap",0.451,0.55,-8.137,0.262,0.0108
Boys Like You,"360, Gossling",Falling & Flying,360,30/09/2011,220626,TRUE,49,"australian hip hop,australian pop",0.712,0.688,-8.567,0.117,0.00437
First Time,"Kygo, Ellie Goulding",Stargazing - EP,Kygo,21/09/2017,194333,FALSE,39,"edm,pop,pop dance,tropical house,indietronica,metropopolis,pop,uk pop",0.551,0.59,-7.309,0.209,0.225
Dreadlock Holiday,10cc,Bloody Tourists,10cc,1978,267946,FALSE,61,"album rock,art rock,classic rock,glam rock,mellow gold,new romantic,soft rock,symphonic rock,yacht rock",0.837,0.38,-13.341,0.064,0.541
Can't Feel My Face,The Weeknd,Beauty Behind The Madness,The Weeknd,28/08/2015,213520,FALSE,80,"canadian contemporary r&b,canadian pop,pop",0.705,0.769,-5.526,0.0425,0.113
Fred Astaire,San Cisco,San Cisco,San Cisco,23/11/2012,175986,FALSE,39,"australian indie,fremantle indie,metropopolis,perth indie",0.408,0.676,-6.073,0.0771,0.0301
Take My Breath Away,Jessica Simpson,In This Skin (Deluxe Edition),Jessica Simpson,2003,195346,FALSE,40,"dance pop,post-teen pop",0.568,0.607,-6.006,0.0271,0.252
One Step At a Time,Jordin Sparks,Jordin Sparks,Jordin Sparks,20/11/2007,205160,FALSE,0,"dance pop,pop,post-teen pop,urban contemporary",0.766,0.692,-4.672,0.0289,0.0825
Something Big,Shawn Mendes,Handwritten (Deluxe),Shawn Mendes,13/04/2015,161440,FALSE,0,"canadian pop,pop,viral pop",0.694,0.854,-3.891,0.043,0.00614
Cambodia - Single Version,Kim Wilde,Select,Kim Wilde,1982,237706,FALSE,30,"new romantic,new wave,new wave pop",0.683,0.685,-5.96,0.0276,0.0208
Candy Paint,Post Malone,beerbongs & bentleys,Post Malone,27/04/2018,227533,TRUE,72,"dfw rap,melodic rap,pop,rap",0.66,0.667,-5.941,0.156,0.64
Lost In France,Bonnie Tyler,It's a Heartache,Bonnie Tyler,07/07/2006,232920,FALSE,0,"europop,new wave pop,soft rock",0.443,0.701,-5.7,0.0275,0.137
Cotton Fields (The Cotton Song) - Remastered 2001,The Beach Boys,20/20 (Remastered),The Beach Boys,10/02/1969,143066,FALSE,35,"baroque pop,classic rock,folk rock,mellow gold,psychedelic rock,rock,singer-songwriter,sunshine pop",0.597,0.554,-7.739,0.0285,0.486
Everlovin' Man,The Loved Ones,Magic Box,The Loved Ones,01/01/1995,131693,FALSE,20,australian rock,0.619,0.339,-12.289,0.104,0.548
It's My Life,The Animals,The Singles Plus,The Animals,19/10/1987,189266,FALSE,51,"album rock,british invasion,classic rock,hard rock,protopunk,psychedelic rock,rock",0.593,0.592,-7.75,0.0311,0.00226
More Than a Feeling,Boston,Boston,Boston,1976,285133,FALSE,0,"album rock,classic rock,glam metal,hard rock,mellow gold,rock,soft rock",0.377,0.682,-8.039,0.0299,0.000894
Fallin’ (Adrenaline),Why Don't We,Fallin’ (Adrenaline),Why Don't We,29/09/2020,216504,FALSE,57,"boy band,pop",0.606,0.9,-4.504,0.119,0.0101
Lonely No More,Rob Thomas,Something to Be,Rob Thomas,05/04/2005,226640,FALSE,55,"neo mellow,pop rock,post-grunge",0.551,0.896,-3.152,0.109,0.033
California Love - Original Version (Explicit),"2Pac, Roger, Dr. Dre",2Pac Greatest Hits (Explicit Version),2Pac,24/11/1998,284906,TRUE,0,"g funk,gangster rap,hip hop,rap,west coast rap,funk,new jack swing,p funk,post-disco,quiet storm,g funk,gangster rap,hip hop,rap,west coast rap",0.769,0.832,-2.985,0.048,0.0291
Feel the Beat,Darude,"Before the Storm, Special Edition",Darude,01/01/2001,259200,FALSE,51,"eurodance,finnish edm",0.569,0.913,-6.973,0.0638,0.00618
Heaven Is A Place On Earth,Belinda Carlisle,Greatest Vol.1 - Belinda Carlisle,Belinda Carlisle,1987,246520,FALSE,69,"new romantic,new wave pop,soft rock",0.64,0.852,-8.119,0.0345,0.0243
All My Friends (feat. Tinashe & Chance the Rapper),"Snakehips, Tinashe, Chance the Rapper",All My Friends (feat. Tinashe & Chance the Rapper),"Snakehips, Tinashe, Chance the Rapper",21/10/2015,229746,TRUE,67,"electropop,uk dance,vapor soul,alternative r&b,dance pop,metropopolis,pop,r&b,chicago rap,conscious hip hop,hip hop,pop rap,rap,trap",0.681,0.521,-5.849,0.141,0.12
"Hey, Soul Sister",Train,"Save Me, San Francisco (Golden Gate Edition)",Train,2009,216773,FALSE,0,"dance pop,neo mellow,pop,pop rock",0.674,0.89,-4.446,0.0459,0.203
Ladies & Gentlemen,Short Stack,Stack Is The New Black,Short Stack,01/01/2008,205720,FALSE,0,australian pop,0.576,0.97,-3.625,0.0968,0.0264
Orange Crush,R.E.M.,Green (25th Anniversary Deluxe Edition),R.E.M.,07/11/1988,231640,FALSE,0,"alternative rock,athens indie,permanent wave,rock",0.568,0.701,-10.453,0.04,0.000613
Alley Oop,The Hollywood Argyles,Alley Oop - The Very Best Of,The Hollywood Argyles,01/03/2011,161733,FALSE,3,novelty,0.598,0.531,-5.907,0.0568,0.775
Ticket To Ride - Remastered 2009,The Beatles,Help! (Remastered),The Beatles,06/08/1965,189680,FALSE,63,"british invasion,classic rock,merseybeat,psychedelic rock,rock",0.519,0.85,-6.777,0.0677,0.0457
Nobody's Love,Maroon 5,Nobody's Love,Maroon 5,24/07/2020,211253,FALSE,8,pop,0.486,0.567,-6.456,0.0379,0.31
Bow Wow (That's My Name) - Radio Edit,Bow Wow,Gotcha! Vol. 2,Various Artists,21/09/2001,202733,FALSE,0,"dance pop,hip pop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary",0.921,0.621,-4.058,0.255,0.199
Oh Carol,Smokie,The Original Smokie Gold,Smokie,1975,219293,FALSE,29,,0.741,0.518,-12.334,0.0575,0.0392
Personality,Lloyd Price,Lloyd Price Greatest Hits: The Original ABC-Paramount Recordings,Lloyd Price,01/01/1994,157733,FALSE,38,"doo-wop,louisiana blues,memphis blues,new orleans blues,rhythm and blues,rock-and-roll,rockabilly",0.591,0.454,-8.936,0.0322,0.744
The Sweet Escape,"Gwen Stefani, Akon",The Sweet Escape (UK Only Version),Gwen Stefani,01/01/2006,246466,FALSE,0,"dance pop,pop,dance pop",0.756,0.77,-3.502,0.0343,0.191
Run Baby Run,Deadstar,Somewhere Over The Radio,Deadstar,1999,210360,FALSE,25,australian alternative rock,0.536,0.665,-4.872,0.0314,0.00299
Lemonade,"Internet Money, Gunna, Don Toliver, NAV","Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money, Gunna, Don Toliver",14/08/2020,195428,TRUE,7,"pop rap,trap,atl hip hop,melodic rap,rap,trap,rap,canadian hip hop,canadian trap,melodic rap,rap,trap",0.799,0.66,-6.153,0.079,0.256
It's Your Life,Smokie,Bright Lights And Back Alleys,Smokie,1977,214960,FALSE,19,,0.596,0.382,-14.186,0.0501,0.115
Big Yellow Taxi,Joni Mitchell,Ladies of the Canyon,Joni Mitchell,01/03/1970,134800,FALSE,63,"canadian singer-songwriter,folk,folk rock,singer-songwriter",0.611,0.47,-9.135,0.0356,0.585
"Mama Do (Uh Oh, Uh Oh)",Pixie Lott,Turn It Up,Pixie Lott,01/01/2009,196520,FALSE,0,"dance pop,post-teen pop,talent show",0.703,0.875,-4.84,0.0811,0.129
Living For Love,Madonna,Rebel Heart,Madonna,06/03/2015,218720,FALSE,0,"dance pop,pop",0.671,0.785,-4.564,0.0797,0.043
Need You Tonight,INXS,Kick 30,INXS,19/10/1987,181240,FALSE,47,"album rock,australian rock,dance rock,funk rock,new romantic,new wave,new wave pop,rock",0.793,0.61,-7.685,0.0832,0.0473
Hocus Pocus - Original Single Version,Focus,Hocus Pocus,Focus,1971,192261,FALSE,41,"art rock,dutch prog,flute rock,nederpop,progressive rock,symphonic rock",0.266,0.815,-9.946,0.296,0.0514
Dance The Night Away,The Mavericks,Trampoline,The Mavericks,01/01/1998,262640,FALSE,53,neo-traditional country,0.651,0.754,-9.373,0.0293,0.00692
Wherever You Will Go,The Calling,Camino Palmero,The Calling,2001,208506,FALSE,64,"neo mellow,pop rock",0.555,0.717,-5.114,0.0269,0.0414
Little Children,"Billy J. Kramer, The Dakotas",EMI Legends Rock 'n' Roll Seris - The Definitive Collection,"Billy J. Kramer, The Dakotas",30/09/1991,167506,FALSE,33,"british invasion,merseybeat,merseybeat",0.576,0.528,-9.832,0.0325,0.731
Substitute,The Who,"Meaty, Beaty, Big And Bouncy",The Who,30/10/1971,227266,FALSE,46,"album rock,british invasion,classic rock,hard rock,rock",0.373,0.868,-9.763,0.0397,0.245
"A Little Bit Me, a Little Bit You",The Monkees,The Best of The Monkees,The Monkees,01/07/2008,168053,FALSE,34,"album rock,beatlesque,bubblegum pop,classic rock,folk rock,mellow gold,rock,rock-and-roll,singer-songwriter,soft rock,sunshine pop",0.609,0.818,-4.62,0.0425,0.114
Holdin On,Flume,Flume,Flume,21/12/2012,154414,FALSE,0,"australian dance,australian electropop,australian indie,downtempo,edm,indietronica",0.43,0.436,-4.816,0.119,0.17
Set Adrift On Memory Bliss,P.M. Dawn,Let It Flow,Various Artists,23/04/1999,211661,FALSE,47,contemporary r&b,0.737,0.784,-7.902,0.0777,0.00682
On A Plain,Nirvana,MTV Unplugged In New York,Nirvana,01/11/1994,224800,FALSE,0,"grunge,permanent wave,rock",0.708,0.793,-8.712,0.0406,0.447
Reet Petite,Jackie Wilson,He's So Fine,Jackie Wilson,1958,169240,FALSE,53,"chicago soul,classic soul,quiet storm,rock-and-roll,soul",0.664,0.66,-6.526,0.13,0.447
aNYway,Duck Sauce,Quack,Duck Sauce,01/01/2013,302920,FALSE,0,disco house,0.781,0.847,-5.327,0.373,0.0288
All Of The Dreamers,Powderfinger,All Of The Dreamers,Powderfinger,01/01/2009,218813,FALSE,22,"australian alternative rock,australian rock",0.511,0.984,-3.142,0.0648,0.000023
Don't It Make You Want To Go Home - Remastered 2002,Joe South,Classic Masters,Joe South,01/01/2002,196000,FALSE,23,bubblegum pop,0.438,0.613,-7.761,0.0321,0.328
Wild Wild Life - 2005 Remaster,"Talking Heads, Jerry Harrison",True Stories,Talking Heads,07/10/1986,220680,FALSE,45,"alternative rock,art punk,dance rock,funk rock,new wave,permanent wave,post-punk,rock,zolo,rock keyboard",0.659,0.862,-5.424,0.0302,0.0154
I Need to Know,Marc Anthony,Marc Anthony,Marc Anthony,28/09/1999,227706,FALSE,50,"latin pop,modern salsa,salsa,tropical",0.813,0.949,-2.563,0.0336,0.486
Freedom,Pharrell Williams,Freedom,Pharrell Williams,02/07/2015,162466,FALSE,63,"dance pop,pop",0.428,0.559,-6.374,0.067,0.395
Ego (Is Not a Dirty Word) - 1994 Remaster,Skyhooks,Ego Is Not A Dirty Word [remastered],Skyhooks,1975,180826,FALSE,31,"australian rock,glam rock",0.484,0.751,-6.825,0.0486,0.569
Some Kind Of Wonderful,Grand Funk Railroad,Greatest Hits: Grand Funk Railroad (Remastered),Grand Funk Railroad,01/01/2006,203253,FALSE,48,"album rock,blues rock,classic rock,country rock,hard rock,mellow gold,rock,singer-songwriter,soft rock",0.846,0.721,-5.248,0.0494,0.163
Ass Like That,Eminem,Encore,Eminem,12/11/2004,265480,TRUE,0,"detroit hip hop,hip hop,rap",0.646,0.796,-6.152,0.366,0.409
I Want Love,Jessie J,I Want Love,Jessie J,11/06/2021,197500,FALSE,47,"dance pop,pop",0.652,0.768,-3.566,0.0528,0.13
Mistake,Stephanie McIntosh,Tightrope,Stephanie McIntosh,01/01/2006,200040,FALSE,28,"australian pop,candy pop",0.573,0.877,-2.935,0.0401,0.00191
We Are Family - 1995 Remaster,Sister Sledge,We Are Family (1995 Remaster),Sister Sledge,15/02/1979,216733,FALSE,67,"disco,funk,philly soul,quiet storm,soul",0.784,0.893,-5.153,0.0923,0.3
The Hampsterdance Song,Hampton The Hampster,Hampsterdance Album,Hampton The Hampster,24/10/2000,212866,FALSE,0,,0.729,0.93,-7.96,0.0405,0.145
Ain't No Other Man,Christina Aguilera,Keeps Gettin' Better: A Decade Of Hits,Christina Aguilera,07/11/2008,228626,FALSE,0,"dance pop,pop",0.856,0.716,-5.562,0.206,0.00336
Red Red Wine,UB40,Labour Of Love,UB40,01/01/1983,320933,FALSE,56,"reggae fusion,uk reggae",0.814,0.363,-15.675,0.0644,0.00614
Painless,Baby Animals,Baby Animals / Shaved & Dangerous,Baby Animals,19/01/2008,221493,FALSE,0,australian rock,0.629,0.817,-4.086,0.0303,0.0141
Minority,Green Day,International Superhits!,Green Day,13/11/2001,168226,TRUE,33,"modern rock,permanent wave,punk,rock",0.551,0.965,-2.772,0.0452,0.00576
Close To You,Maxi Priest,Bonafide,Maxi Priest,01/01/1990,325800,FALSE,55,"lovers rock,reggae,reggae fusion",0.781,0.478,-15.427,0.0561,0.0849
Don't Phunk With My Heart,Black Eyed Peas,Monkey Business,Black Eyed Peas,01/01/2005,239773,FALSE,0,"dance pop,pop,pop rap",0.69,0.928,-2.76,0.061,0.00937
Nightshift,Commodores,The Ultimate Collection: The Commodores,Commodores,01/01/1997,304026,FALSE,0,"adult standards,disco,funk,mellow gold,motown,quiet storm,soft rock,soul",0.727,0.585,-8.996,0.0333,0.691
Stay with Me Till Dawn,Judie Tzuke,Welcome to the Cruise,Judie Tzuke,27/05/1979,235266,FALSE,0,classic uk pop,0.32,0.2,-14.917,0.0326,0.834
Pop Singer,John Mellencamp,Big Daddy,John Mellencamp,1989,168000,FALSE,27,"album rock,classic rock,country rock,folk rock,hard rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",0.724,0.841,-5.318,0.0271,0.038
I Eat Cannibals - Pt. 1,Toto Coelo,I Eat Cannibals,Toto Coelo,01/01/1987,215226,FALSE,0,,0.776,0.938,-9.204,0.0739,0.104
In My Mind (feat. Georgi Kay) - Axwell Radio Edit,"Ivan Gough, Feenixpawl, Georgi Kay, Axwell",In My Mind (feat. Georgi Kay) [Axwell Radio Edit],"Ivan Gough, Feenixpawl",02/04/2012,185624,FALSE,0,"progressive electro house,australian dance,pop edm,progressive electro house,sky room,australian dance,perth indie,dutch house,edm,electro house,pop dance,progressive electro house,progressive house",0.51,0.831,-4.514,0.0606,0.0435
Wanna Be Startin' Somethin' (2008 with Akon) (with Akon) - Thriller 25th Anniversary Remix,"Michael Jackson, Akon, Mark ""Exit"" Goodchild, Aliaune ""Akon"" Thiam",Thriller 25 Super Deluxe Edition,Michael Jackson,08/02/2008,254120,FALSE,37,"r&b,soul,dance pop",0.821,0.952,-4.778,0.0723,0.117
My Little Corner of the World,Yo La Tengo,I Can Hear The Heart Beating As One,Yo La Tengo,22/04/1997,145573,FALSE,53,"alternative rock,art pop,dream pop,indie rock,indietronica,lo-fi,new jersey indie,noise pop,permanent wave,shoegaze",0.567,0.333,-14.596,0.0289,0.86
The Band Played the Boogie,C.C.S.,Whole Lotta Love,C.C.S.,1991,217133,FALSE,15,classic uk pop,0.613,0.86,-11.27,0.0412,0.144
Walk Alone (feat. Tom Walker),"Rudimental, Tom Walker",Walk Alone (feat. Tom Walker),"Rudimental, Tom Walker",26/10/2018,205408,FALSE,40,"pop dance,uk dance,uk funky,indie anthem-folk,uk pop",0.576,0.719,-5.163,0.0397,0.156
Memories (feat. Kid Cudi),"David Guetta, Kid Cudi",Memories (feat. Kid Cudi),David Guetta,12/02/2010,210840,FALSE,61,"big room,dance pop,edm,pop,pop dance,hip hop,ohio hip hop,pop rap,rap",0.546,0.898,-3.938,0.232,0.00158
I Know What You Want (feat. Flipmode Squad),"Busta Rhymes, Mariah Carey, Flipmode Squad",It Ain't Safe No More. . .,Busta Rhymes,26/11/2002,324306,TRUE,69,"east coast hip hop,hardcore hip hop,hip hop,pop rap,rap,dance pop,pop,urban contemporary,east coast hip hop",0.648,0.759,-4.315,0.306,0.0142
The Show Goes On,Lupe Fiasco,Lasers,Lupe Fiasco,04/03/2011,239613,TRUE,67,"chicago rap,conscious hip hop,hip hop,political hip hop,pop rap,rap,southern hip hop",0.591,0.889,-3.839,0.115,0.0189
With You,Chris Brown,Exclusive,Chris Brown,01/11/2007,252160,FALSE,0,"r&b,rap",0.659,0.696,-4.291,0.071,0.143
Come to This,Natalie Taylor,Come to This,Natalie Taylor,01/09/2014,217968,FALSE,35,,0.31,0.315,-7.207,0.03,0.912
Love Takes Time,Mariah Carey,#1 to Infinity,Mariah Carey,15/05/2015,228266,FALSE,25,"dance pop,pop,urban contemporary",0.598,0.481,-7.132,0.0275,0.724
Runnin' Down A Dream,Tom Petty and the Heartbreakers,Anthology: Through The Years,Tom Petty and the Heartbreakers,01/01/2000,264333,FALSE,0,"album rock,classic rock,hard rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",0.467,0.955,-6.043,0.0462,0.00072
Pure Massacre,Silverchair,Frogstomp (Deluxe Edition) [Remastered],Silverchair,27/03/1995,298640,FALSE,46,"alternative metal,alternative rock,australian alternative rock,australian psych,australian rock,grunge,nu metal,post-grunge",0.226,0.823,-5.425,0.0421,0.000132
Please Don't Go,K.W.S.,Please Don't Go,K.W.S.,13/03/2015,373600,FALSE,43,,0.725,0.954,-7.234,0.0375,0.0437
Shed a Light,"Robin Schulz, David Guetta, Cheat Codes",Uncovered,Robin Schulz,29/09/2017,191379,FALSE,60,"deep euro house,deep house,edm,german dance,pop dance,tropical house,big room,dance pop,edm,pop,pop dance,edm,pop,pop dance",0.483,0.787,-5.244,0.102,0.112
Talk That Talk - Album Version (Edited),"Rihanna, JAY-Z",Talk That Talk,Rihanna,18/11/2011,209600,FALSE,35,"barbadian pop,pop,urban contemporary,east coast hip hop,gangster rap,hip hop,pop rap,rap",0.642,0.688,-4.094,0.0547,0.0343
No Milk Today - Mono Version,Herman's Hermits,"A's, B's & EP's",Herman's Hermits,01/03/2004,174333,FALSE,50,"british invasion,classic rock,folk rock,rock-and-roll,singer-songwriter",0.659,0.663,-6.353,0.0292,0.31
Follow Me,Uncle Kracker,Double Wide,Uncle Kracker,13/06/2000,218439,TRUE,70,"country,pop rock,post-grunge",0.817,0.585,-4.688,0.0301,0.439
I Want To Be Straight,Ian Dury & The Blockheads,Sex&Drugs&Rock&Roll - The Essential Collection,Ian Dury & The Blockheads,01/01/2010,199226,FALSE,0,pub rock,0.81,0.851,-8.147,0.263,0.312
Sail The Wildest Stretch,Powderfinger,Golden Rule,Powderfinger,13/11/2009,248520,FALSE,33,"australian alternative rock,australian rock",0.432,0.631,-6.79,0.0311,0.00392
Snakeskin,Gyroscope,Breed Obsession,Gyroscope,2008,249826,FALSE,35,"australian alternative rock,australian indie",0.377,0.919,-6.034,0.0708,0.000762
Praying,Kesha,Praying,Kesha,06/07/2017,230269,FALSE,0,"dance pop,pop",0.565,0.381,-7.204,0.0302,0.48
Follow You Down,Gin Blossoms,Congratulations I'm Sorry,Gin Blossoms,01/01/1996,270066,FALSE,53,"permanent wave,pop rock,post-grunge,tempe indie",0.461,0.924,-7.047,0.0449,0.0123
Soldier (feat. T.I. & Lil' Wayne),"Destiny's Child, T.I., Lil Wayne",Destiny Fulfilled,Destiny's Child,16/11/2004,325573,FALSE,58,"dance pop,girl group,pop,r&b,urban contemporary,atl hip hop,dirty south rap,gangster rap,hip hop,pop rap,rap,southern hip hop,trap,hip hop,new orleans rap,pop rap,rap,trap",0.878,0.417,-6.799,0.361,0.0444
I Gotcha,Jimmy Barnes,Soul Deep,Jimmy Barnes,1991,208666,FALSE,0,australian rock,0.669,0.924,-9.345,0.0412,0.194
Just What I Needed,The Cars,The Cars,The Cars,06/06/1978,225626,FALSE,70,"album rock,classic rock,hard rock,mellow gold,new romantic,new wave,new wave pop,permanent wave,power pop,rock,singer-songwriter,soft rock,synthpop",0.62,0.579,-9.307,0.0473,0.0152
Fingers Crossed,Lauren Spencer Smith,Fingers Crossed,Lauren Spencer Smith,05/01/2022,175344,FALSE,0,"alt z,gen z singer-songwriter,singer-songwriter pop",0.603,0.473,-7.23,0.0511,0.616
Ms. Jackson,Outkast,Stankonia,Outkast,31/10/2000,270506,TRUE,81,"atl hip hop,dirty south rap,hip hop,old school atlanta hip hop,rap,southern hip hop",0.843,0.806,-5.946,0.269,0.143
Again,Lenny Kravitz,Again,Lenny Kravitz,01/01/2000,231666,FALSE,66,"permanent wave,rock",0.55,0.804,-5.218,0.0271,0.0148
New Moon Rising,Wolfmother,Cosmic Egg (Deluxe),Wolfmother,01/01/2009,225573,FALSE,0,"alternative rock,australian psych,garage rock,modern blues rock,modern rock,rock",0.569,0.916,-3.318,0.0504,0.0000588
Sucker for You,Matt Terry,Trouble,Matt Terry,24/11/2017,203813,FALSE,44,talent show,0.874,0.649,-4.385,0.0833,0.218
Talk It Over,Grayson Hugh,Blind To Reason,Grayson Hugh,01/01/1988,258399,FALSE,33,,0.835,0.381,-13.471,0.0307,0.695
